Course Code,Prereq_1,Prereq_2,Prereq_3,Prereq_4,Prereq_5,Prereq_6,Prereq_7,Prereq_8,Prereq_9,Prereq_10,Prereq_11,Prereq_12,Prereq_13,Prereq_14,Prereq_15,Prereq_16,Prereq_17,Prereq_18,Prereq_19,Prereq_20,Prereq_21,Prereq_22,Prereq_23,Prereq_24,Prereq_25,Prereq_26,Prereq_27,Prereq_28,Prereq_29,Prereq_30,Prereq_31,Prereq_32,Prereq_33,Prereq_34,Prereq_35,Prereq_36,Prereq_37,Prereq_38,Prereq_39,Prereq_40
BIOC 725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC 738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC 740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC 741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC 742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC 743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC 744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC 745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC 802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC 803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC 804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC 805,MATH 231,MATH 232,CHEM 481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC 806,MATH 231,MATH 232,CHEM 430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC 807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC 808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC 888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC 901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC 902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC 992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOC 994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 101L,BIOL 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 102L,BIOL 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 103,BIOL 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 104,BIOL 101,BIOL 101L,BIOL 102L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 105L,BIOL 101,BIOL 101L,BIOL 102L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 190L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 201,BIOL 101,CHEM 101,CHEM 102,BIOL 101,CHEM 101,CHEM 102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 202,BIOL 101,CHEM 101,CHEM 102,BIOL 101,CHEM 101,CHEM 102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 204,BIOL 103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 205,BIOL 202,BIOL 202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 211,BIOL 201,BIOL 202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 213,BIOL 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 214H,BIOL 101,MATH 231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 217,BIOL 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 220,BIOL 101,BIOL 103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 221,BIOL 101,BIOL 221L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 221L,BIOL 101,BIOL 221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 222,BIOL 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 224H,MATH 231,BIOL 224L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 224L,MATH 231,BIOL 224H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 226,MATH 210,MATH 232,BIOL 226L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 226L,MATH 210,MATH 232,BIOL 226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 240,BIOL 103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 250,BIOL 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 251L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 252,BIOL 101,BIOL 252L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 252L,BIOL 101,BIOL 101L,BIOL 102L,BIOL 252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 253L,BIOL 252,BIOL 252L,BIOL 253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 253,BIOL 252,BIOL 252L,BIOL 253L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 255,BIOL 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 255L,BIOL 101,BIOL 101L,BIOL 102L,BIOL 255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 260,BIOL 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 271,BIOL 101,BIOL 101L,BIOL 102L,BIOL 271L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 271L,BIOL 101,BIOL 101L,BIOL 102L,BIOL 271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 272,BIOL 101,BIOL 101L,BIOL 102L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 273,BIOL 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 274,BIOL 101,BIOL 101L,BIOL 102L,BIOL 274L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 274L,BIOL 101,BIOL 101L,BIOL 102L,BIOL 274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 277,BIOL 101,BIOL 101L,BIOL 102L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 277L,BIOL 277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 278,BIOL 101,BIOL 101L,BIOL 102L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 278L,BIOL 278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 279L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 290L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 293,BIOL 201,BIOL 202,BIOL 103,BIOL 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 295,BIOL 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 395,BIOL 201,BIOL 202,BIOL 220,BIOL 240,BIOL 250,BIOL 260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 402,BIOL 205,BIOL 103,BIOL 104,BIOL 220,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 405,BIOL 103,BIOL 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 409L,ARTS 409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 421L,BIOL 422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 422,BIOL 202,BIOL 103,BIOL 104,BIOL 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 422L,BIOL 422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 423,BIOL 103,BIOL 104,BIOL 220,BIOL 423L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 423L,BIOL 103,BIOL 104,BIOL 220,BIOL 423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 424,BIOL 201,BIOL 202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 425,BIOL 202,BIOL 103,BIOL 104,BIOL 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 426,BIOL 205,BIOL 103,BIOL 104,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 427,BIOL 201,BIOL 202,BIOL 103,BIOL 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 428,BIOL 103,BIOL 104,BIOL 220,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 430,BIOL 101,CHEM 262,CHEM 262H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 431,PHYS 118,PHYS 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 434,BIOL 202,CHEM 261,BIOL 103,BIOL 104,BIOL 220,CHEM 261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 436,BIOL 202,BIOL 271,BIOL 103,BIOL 104,BIOL 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 439,BIOL 205,BIOL 103,BIOL 104,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 440,BIOL 202,BIOL 103,BIOL 104,BIOL 220,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 441,BIOL 103,BIOL 104,BIOL 240,BIOL 252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 441L,BIOL 441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 442,BIOL 205,BIOL 103,BIOL 104,BIOL 220,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 443,BIOL 205,BIOL 103,BIOL 104,BIOL 220,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 444,BIOL 103,BIOL 104,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 445,BIOL 205,BIOL 103,BIOL 104,BIOL 220,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 446,BIOL 103,BIOL 104,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 447,BIOL 205,BIOL 103,BIOL 104,BIOL 240,BIOL 447L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 447L,BIOL 205,BIOL 103,BIOL 104,BIOL 240,BIOL 447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 448,BIOL 205,BIOL 103,BIOL 104,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 449,BIOL 205,BIOL 103,BIOL 104,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 450,BIOL 205,BIOL 103,BIOL 104,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 451,BIOL 101,BIOL 101L,BIOL 102L,BIOL 114,BIOL 115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 451L,BIOL 451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 453,BIOL 202,CHEM 261,BIOL 103,BIOL 104,BIOL 220,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 454,BIOL 201,BIOL 202,BIOL 103,BIOL 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 455,BIOL 205,BIOL 103,BIOL 104,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 458,BIOL 103,BIOL 104,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 459,BIOL 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 461,BIOL 201,BIOL 103,BIOL 104,BIOL 260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 462,BIOL 201,BIOL 475,BIOL 103,BIOL 104,BIOL 260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 463,BIOL 103,BIOL 104,BIOL 260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 464,BIOL 103,BIOL 104,BIOL 260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 465,BIOL 201,BIOL 103,BIOL 104,BIOL 260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 466,BIOL 103,BIOL 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 469,BIOL 201,BIOL 103,BIOL 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 471,BIOL 201,BIOL 202,BIOL 103,BIOL 104,BIOL 471L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 471L,BIOL 201,BIOL 202,BIOL 103,BIOL 104,BIOL 471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 472,BIOL 103,BIOL 104,BIOL 271,BIOL 272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 473L,BIOL 473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 473,BIOL 103,BIOL 104,BIOL 473L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 474,BIOL 201,BIOL 202,BIOL 103,BIOL 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 474L,BIOL 474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 475,BIOL 101,BIOL 101L,BIOL 102L,BIOL 475L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 475L,BIOL 101,BIOL 101L,BIOL 102L,BIOL 475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 476,BIOL 101,BIOL 101L,BIOL 102L,BIOL 476L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 476L,BIOL 476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 479L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 480,BIOL 202,BIOL 103,BIOL 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 481,BIOL 422,MCRO 251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 495,BIOL 395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 514,BIOL 201,BIOL 205,BIOL 103,BIOL 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 523,BIOL 202,BIOL 205,BIOL 103,BIOL 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 524,BIOL 103,BIOL 104,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 525,BIOL 202,BIOL 103,BIOL 104,BIOL 220,COMP 110,COMP 116,STOR 120,STOR 155,BIOL 525L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 525L,BIOL 202,BIOL 103,BIOL 104,BIOL 220,COMP 110,COMP 116,STOR 120,STOR 155,BIOL 525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 526,BIOL 103,BIOL 104,BIOL 220,COMP 110,COMP 116,BIOL 226,STOR 120,STOR 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 527,BIOL 103,BIOL 104,COMP 110,COMP 116,MATH 232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 527L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 528,BIOL 202,BIOL 103,BIOL 104,BIOL 220,COMP 110,COMP 116,BIOL 226,BIOL 528L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 528L,BIOL 202,BIOL 103,BIOL 104,BIOL 220,COMP 110,COMP 116,BIOL 226,BIOL 528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 529,BIOL 425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 532,BIOL 103,BIOL 104,BIOL 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 534,MATH 383,MATH 347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 535,BIOL 103,BIOL 104,BIOL 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 537,BIOL 202,BIOL 103,BIOL 104,BIOL 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 542,BIOL 205,BIOL 103,BIOL 104,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 543,BIOL 205,BIOL 103,BIOL 104,BIOL 220,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 544L,BIOL 205,BIOL 103,BIOL 104,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 545,BIOL 205,BIOL 103,BIOL 104,BIOL 220,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 546,BIOL 205,BIOL 103,BIOL 104,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 547,BIOL 202,BIOL 103,BIOL 104,BIOL 220,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 551,BIOL 103,BIOL 104,PHYS 114,PHYS 118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 552,BIOL 103,BIOL 104,BIOL 278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 553,BIOL 201,BIOL 202,BIOL 103,BIOL 104,MATH 231,MATH 232,STOR 120,STOR 155,BIOL 553L,MATH 553L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 553L,BIOL 201,BIOL 202,BIOL 103,BIOL 104,MATH 231,MATH 232,STOR 120,STOR 155,BIOL 553,MATH 553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 554,BIOL 103,BIOL 104,BIOL 220,BIOL 250,MATH 231,COMP 110,COMP 116,BIOL 226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 555,BIOL 103,BIOL 104,BIOL 250,BIOL 271,BIOL 555L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 555L,BIOL 103,BIOL 104,BIOL 250,BIOL 271,BIOL 555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 561,GEOG 110,BIOL 103,BIOL 104,BIOL 260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 562,BIOL 103,BIOL 104,STOR 120,STOR 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 563,BIOL 103,BIOL 104,MATH 231,STOR 120,STOR 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 565,BIOL 103,BIOL 104,BIOL 250,BIOL 260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 567,BIOL 103,BIOL 104,BIOL 250,BIOL 260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 568,BIOL 201,MATH 231,BIOL 103,BIOL 104,BIOL 260,MATH 231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 590L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 605,BIOL 201,BIOL 202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 620,BIOL 103,BIOL 104,BIOL 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 621,BIOL 202,BIOL 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 622,BIOL 621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 642,BIOL 205,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 649,BIOL 205,BIOL 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 661,BIOL 260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 669,BIOL 201,BIOL 260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 692H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOL 711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
